SISID,Station ID,Count Location,Quadrant,From Intersection,To Intersection,Day,Date,Temperature,Weather,Start Time,End Time,Duration,Travel Lanes,Parking,Speed limit,Bike Lanes,On Sidewalk,On Path/Trail,With Helmet,No Helmet,Male,Female,Peak Hour,CaBi Bikes,Total
10180200,6,18th St,NW,"U St, Vernon St",California St,Tuesday,6/23/2009,0,Nice,6:00,10:00,4,3,2,25,No,11,0,154,0,165,60,94,,225
10180200,6,18th St,NW,"U St, Vernon St",California St,Wednesday,6/15/2011,,,6:00,10:00,4,4,2,25,No,3,0,72,47,71,48,55,,119
10180200,6,18th St,NW,"U St, Vernon St",California St,Wednesday,6/15/2011,,,15:00,19:00,4,4,2,25,No,14,0,93,106,129,70,101,,199
10180200,6,18th St,NW,"U St, Vernon St",California St,Thursday,6/21/2012,0,,15:00,19:00,4,2,2,25,No,35,0,114,106,158,62,86,10,220
10180200,6,18th St,NW,"U St, Vernon St",California St,Thursday,6/21/2012,0,,6:00,10:00,4,2,2,25,No,8,0,67,68,98,37,58,16,135
10180200,6,18th St,NW,"U St, Vernon St",California St,Wednesday,7/16/2014,,,15:00,19:00,4,2,2,25,No,43,0,278,258,398,138,223,54,536
10180200,6,18th St,NW,"U St, Vernon St",California St,Wednesday,7/16/2014,,,6:00,10:00,4,2,2,25,No,16,0,241,138,258,121,199,48,379
10180200,6,18th St,NW,"U St, Vernon St",California St,Thursday,7/16/2015,0,,6:00,10:00,4,2,2,25,No,8,0,297,138,281,154,205,48,435
10180200,6,18th St,NW,"U St, Vernon St",California St,Thursday,7/16/2015,0,,15:00,19:00,4,2,2,25,No,32,0,387,155,310,232,225,54,542
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Monday,2/23/2004,40,Sunny,8:30,10:00,1.5,3,0,25,Yes,17,,22,18,,,34,,40
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Monday,8/23/2004,72,Sunny,8:30,9:30,1,3,0,25,Yes,17,,26,23,35,14,49,,49
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Tuesday,4/5/2005,50,Sunny,8:30,9:30,1,3,0,25,Yes,9,,30,19,37,12,49,,49
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,5/11/2005,60,Partly Cloudy,7:00,9:00,2,3,0,25,Yes,21,,41,28,50,19,40,,69
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Thursday,9/15/2005,74,Some Clouds & Humid,7:00,9:30,2.5,3,0,25,Yes,26,,51,49,72,28,57,,100
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Tuesday,10/24/2006,49,Cold and Windy,7:45,9:00,1.25,3,0,25,Yes,15,0,38,18,39,17,45,,56
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Tuesday,10/24/2006,49,Cold and Windy,16:45,17:45,1,3,0,25,Yes,8,0,17,15,21,11,32,,32
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,5/9/2007,65,Cloudy,7:30,9:00,1.5,3,0,25,Yes,25,0,60,29,60,29,67,,89
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Tuesday,5/13/2008,0,Clear,15:00,19:00,4,3,0,25,Yes,48,0,134,76,164,46,76,,210
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Tuesday,5/13/2008,0,Clear,6:00,10:00,4,3,0,25,Yes,13,0,88,48,105,31,50,,136
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,6/10/2009,0,Clear,15:00,19:00,4,3,0,25,Yes,0,0,118,134,190,60,99,,252
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,6/10/2009,0,Clear,6:00,10:00,4,3,0,25,Yes,0,0,94,84,140,38,81,,178
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Thursday,6/17/2010,0,Clear,15:00,19:00,4,3,0,25,Yes,68,0,147,137,197,87,97,,284
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Thursday,6/17/2010,0,Clear,6:00,10:00,4,3,0,25,Yes,33,0,158,53,146,65,92,,211
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,6/15/2011,,,6:00,10:00,4,3,0,25,Yes,47,0,157,90,169,78,110,,247
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,6/15/2011,,,15:00,19:00,4,3,0,25,Yes,113,0,175,192,269,98,120,,367
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,6/27/2012,0,,15:00,19:00,4,3,0,25,Yes,57,0,155,143,203,95,100,16,298
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,6/27/2012,0,,6:00,10:00,4,3,0,25,Yes,38,0,139,79,157,61,84,18,218
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Tuesday,6/25/2013,0,,15:00,19:00,4,3,0,25,Yes,72,0,165,133,209,89,117,31,298
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Tuesday,6/25/2013,0,,6:00,10:00,4,3,0,25,Yes,72,0,195,111,218,88,109,37,306
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,7/16/2014,,,6:00,10:00,4,3,0,25,Yes,52,0,164,95,167,92,115,52,259
12002200,8,Calvert St (Ellington Bridge),NW,Biltmore St,Cathedral Ave,Wednesday,7/16/2014,,,15:00,19:00,4,3,0,25,Yes,77,0,196,170,274,92,118,45,366
12463168,,Columbia Rd,NW,Quarry Rd,17th St,Monday,8/4/2004,90,Sunny,12:15,14:15,2,2,2,25,Yes,35,,16,82,,,53,,98
12463168,,Columbia Rd,NW,Quarry Rd,17th St,Monday,8/9/2004,72,Sunny,8:30,10:00,1.5,2,2,,Yes,21,,46,70,,,79,,116
12463168,,Columbia Rd,NW,Quarry Rd,17th St,Saturday,4/16/2005,60,Clear skies,19:15,21:45,2.5,2,2,25,Yes,21,,22,80,74,28,49,,102
12463178,38,Columbia Rd,NW,Euclid St,"18th St, Adams Mill Rd",Tuesday,6/16/2009,0,Partly Cloudy,6:00,10:00,4,0,2,25,,27,0,203,99,226,76,133,,302
12463178,38,Columbia Rd,NW,Euclid St,"18th St, Adams Mill Rd",Tuesday,6/16/2009,0,Partly Cloudy,15:00,19:00,4,0,2,25,,109,0,242,257,373,126,179,,499
12463178,38,Columbia Rd,NW,Euclid St,"18th St, Adams Mill Rd",Wednesday,6/27/2012,,,6:00,10:00,4,4,1,25,Yes,56,0,244,225,339,130,165,27,469
12463178,38,Columbia Rd,NW,Euclid St,"18th St, Adams Mill Rd",Wednesday,6/27/2012,0,,15:00,19:00,4,4,1,25,Yes,93,0,245,312,440,117,202,29,557
12463178,38,Columbia Rd,NW,Euclid St,"18th St, Adams Mill Rd",Wednesday,7/16/2014,,,6:00,10:00,4,2,2,25,Yes,47,0,282,226,383,125,201,36,508
12463178,38,Columbia Rd,NW,Euclid St,"18th St, Adams Mill Rd",Wednesday,7/16/2014,,,15:00,19:00,4,2,2,25,Yes,150,0,281,413,562,132,226,31,694
12535150,10,Constitution Ave,NW,15th St,16th St,Wednesday,7/14/2004,72,Cloudy & Humid,7:30,9:30,2,8,0,25,No,89,,91,18,,,63,,109
12535150,10,Constitution Ave,NW,15th St,16th St,Tuesday,8/24/2004,71,Sunny,8:30,9:30,1,8,0,25,No,62,,60,10,55,15,70,,70
12535150,10,Constitution Ave,NW,15th St,16th St,Friday,6/24/2005,71,Sunny,8:15,9:30,1.25,8,0,25,No,66,,60,19,59,20,70,,79
12535150,10,Constitution Ave,NW,15th St,16th St,Tuesday,8/23/2005,72,Sunny & Breezy,8:30,9:30,1,8,0,25,No,50,,47,12,46,13,59,,59
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,1/19/2006,40,Partly Cloudy,8:30,9:30,1,8,0,25,No,26,,26,4,24,6,30,,30
12535150,10,Constitution Ave,NW,15th St,16th St,Friday,9/8/2006,80,Sunny,16:00,18:30,2.5,8,0,25,No,87,,82,28,75,35,56,,110
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,10/12/2006,55,"Fair, slight overcast",8:15,9:45,1.5,8,0,25,No,25,,25,5,24,6,23,,30
12535150,10,Constitution Ave,NW,15th St,16th St,Monday,7/9/2007,70,Fair,17:45,18:45,1,8,2,25,No,66,0,53,13,44,22,64,,64
12535150,10,Constitution Ave,NW,15th St,16th St,Tuesday,10/2/2007,68,Fair,16:45,17:45,1,4,0,,No,30,0,28,8,28,8,36,,36
12535150,10,Constitution Ave,NW,15th St,16th St,Wednesday,5/7/2008,0,Sunny,6:00,10:00,4,8,,25,0,112,0,104,11,89,26,45,,115
12535150,10,Constitution Ave,NW,15th St,16th St,Wednesday,5/7/2008,0,Sunny,15:00,19:00,4,8,,25,0,121,0,100,34,100,34,47,,134
12535150,10,Constitution Ave,NW,15th St,16th St,Tuesday,6/23/2009,0,Sunny,15:00,19:00,4,8,,25,No,81,0,153,30,128,55,80,,183
12535150,10,Constitution Ave,NW,15th St,16th St,Tuesday,6/23/2009,0,Sunny,6:00,10:00,4,8,,25,No,121,0,154,19,134,39,80,,173
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,6/24/2010,0,Clear,6:00,10:00,4,8,,25,No,91,0,104,23,99,28,50,,127
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,6/24/2010,0,Clear,15:00,19:00,4,8,,25,No,115,0,119,55,127,47,73,,174
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,6/30/2011,,,6:00,10:00,4,8,0,25,No,145,0,152,35,144,43,80,,187
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,6/30/2011,,,15:00,19:00,4,8,0,25,No,147,0,179,168,267,80,124,,347
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,6/28/2012,0,,6:00,10:00,4,6,0,25,No,155,0,149,38,131,56,74,6,187
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,6/28/2012,0,,15:00,19:00,4,6,0,25,No,214,0,178,138,245,71,106,55,316
12535150,10,Constitution Ave,NW,15th St,16th St,Tuesday,6/25/2013,0,,6:00,10:00,4,3,,25,No,225,0,192,30,167,65,94,23,232
12535150,10,Constitution Ave,NW,15th St,16th St,Tuesday,6/25/2013,0,,15:00,19:00,4,3,,25,No,288,0,222,111,232,101,162,62,333
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,7/31/2014,,,6:00,10:00,4,6,2,25,No,195,0,157,53,164,46,88,32,210
12535150,10,Constitution Ave,NW,15th St,16th St,Thursday,7/31/2014,,,15:00,19:00,4,6,2,25,No,386,0,266,218,352,132,158,93,484
13133050,11,E St,NW,5th,6th,Friday,4/1/2005,50,Partly Cloudy,8:30,9:30,1,4,2,25,No,1,,5,6,10,1,11,,11
13133050,11,E St,NW,5th,6th,Tuesday,6/28/2005,77,Mostly Sunny & Humid,8:30,9:30,1,4,2,25,No,1,,6,5,7,4,11,,11
13133050,11,E St,NW,5th,6th,Thursday,9/8/2005,70,Sunny,8:30,9:30,1,4,2,25,No,5,,6,7,9,4,13,,13
13133050,11,E St,NW,5th,6th,Tuesday,10/10/2006,70,"Sunny, Warm",16:30,18:45,2.25,4,2,25,Yes,5,,31,33,53,11,35,,64
13133050,11,E St,NW,5th,6th,Wednesday,10/25/2006,50,"Sunny, Chilly",8:30,10:00,1.5,4,2,25,Yes,3,,8,13,19,2,14,,21
13133050,11,E St,NW,5th,6th,Thursday,5/17/2007,60,Overcast,16:15,17:15,1,2,2,25,Yes,1,0,11,21,25,7,32,,32
13133050,11,E St,NW,5th,6th,Wednesday,5/7/2008,0,Clear,6:00,10:00,4,3,2,25,Yes,9,0,28,37,48,17,33,,65
13133050,11,E St,NW,5th,6th,Wednesday,5/7/2008,0,Clear,15:00,19:00,4,3,2,25,Yes,3,0,47,52,76,23,35,,99
13133050,11,E St,NW,5th,6th,Tuesday,6/23/2009,0,Clear,6:00,10:00,4,2,1,25,Yes,6,0,78,33,79,32,46,,111
13133050,11,E St,NW,5th,6th,Tuesday,6/23/2009,0,Clear,15:00,19:00,4,2,1,25,Yes,10,0,75,60,99,36,44,,135
13133050,11,E St,NW,5th,6th,Thursday,6/16/2011,,,6:00,10:00,4,2,2,25,Yes,7,0,52,31,59,24,35,,83
13133050,11,E St,NW,5th,6th,Thursday,6/16/2011,,,15:00,19:00,4,2,2,25,Yes,6,0,69,36,84,21,38,,105
13133050,11,E St,NW,5th,6th,Thursday,6/14/2012,0,,15:00,19:00,4,2,2,25,Yes,10,0,154,85,175,64,89,29,239
13133050,11,E St,NW,5th,6th,Thursday,6/14/2012,0,,6:00,10:00,4,2,2,25,Yes,8,0,104,36,103,37,70,25,140
13133050,11,E St,NW,5th,6th,Wednesday,7/9/2014,,,6:00,10:00,4,2,2,25,Yes,8,0,139,54,134,59,93,39,193
13133050,11,E St,NW,5th,6th,Wednesday,7/9/2014,,,15:00,19:00,4,2,2,25,Yes,5,0,129,66,147,48,67,29,195
13133050,11,E St,NW,5th,6th,Tuesday,7/28/2015,0,,15:00,19:00,4,2,2,25,Yes,7,0,174,104,199,79,112,29,278
13133050,11,E St,NW,5th,6th,Tuesday,7/28/2015,0,,6:00,10:00,4,2,2,25,Yes,7,0,194,68,175,87,117,39,262
13952345,14,Garfield St,NW,34th Pl,35th St,Tuesday,6/8/2004,70,Partly Cloudy,8:30,9:30,1,2,2,25,No,0,,1,2,,,3,,3
13952345,14,Garfield St,NW,34th Pl,35th St,Friday,9/17/2004,72,Cloudy,8:15,9:15,1,2,2,25,No,2,,3,2,5,0,5,,5
13952345,14,Garfield St,NW,34th Pl,35th St,Monday,10/4/2004,65,Mostly Sunny,8:15,9:30,1.25,2,2,25,No,0,,3,2,4,1,5,,5
13952345,14,Garfield St,NW,34th Pl,35th St,Thursday,3/31/2005,45,Cloudy,7:45,8:45,1,2,2,25,Yes,0,,0,0,0,0,0,,0
13952345,14,Garfield St,NW,34th Pl,35th St,Friday,9/23/2005,75,Sunny & Humid,8:15,9:30,1.25,2,2,25,Yes,1,,2,5,6,1,7,,7
13952345,14,Garfield St,NW,34th Pl,35th St,Tuesday,10/24/2006,0,"Sunny, Clear",17:00,18:00,1,2,2,15,Yes,0,0,8,1,7,2,9,,9
13952345,14,Garfield St,NW,34th Pl,35th St,Friday,10/27/2006,0,Overcast,8:00,9:00,1,2,2,15,Yes,0,0,5,0,3,2,4,,5
13952345,14,Garfield St,NW,34th Pl,35th St,Wednesday,5/21/2008,0,Clear,6:00,10:00,4,2,2,25,Yes,2,0,15,2,17,0,8,,17
13952345,14,Garfield St,NW,34th Pl,35th St,Wednesday,5/21/2008,0,Clear,15:00,19:00,4,2,2,25,Yes,1,0,7,7,8,6,6,,14
13952345,14,Garfield St,NW,34th Pl,35th St,Wednesday,6/3/2009,0,Clear,6:00,10:00,4,2,2,25,Yes,0,0,11,3,10,4,7,,14
13952345,14,Garfield St,NW,34th Pl,35th St,Wednesday,6/23/2009,0,Clear,15:00,19:00,4,2,2,25,Yes,2,0,9,6,9,6,9,,15
13952345,14,Garfield St,NW,34th Pl,35th St,Thursday,6/23/2011,,,15:00,19:00,4,2,2,25,Yes,2,0,21,10,25,6,11,,31
13952345,14,Garfield St,NW,34th Pl,35th St,Thursday,6/23/2011,,,6:00,10:00,4,2,2,25,Yes,6,0,21,12,24,9,14,,33
13952345,14,Garfield St,NW,34th Pl,35th St,Wednesday,6/27/2012,0,,6:00,10:00,4,2,2,25,Yes,8,0,22,8,20,10,12,0,30
13952345,14,Garfield St,NW,34th Pl,35th St,Wednesday,6/27/2012,0,,15:00,19:00,4,2,2,25,Yes,8,0,22,8,16,14,13,1,30
13952345,14,Garfield St,NW,34th Pl,35th St,Tuesday,7/29/2014,,,6:00,10:00,4,2,2,25,Yes,3,0,18,6,19,5,16,,24
13952345,14,Garfield St,NW,34th Pl,35th St,Tuesday,7/29/2014,,,15:00,19:00,4,2,2,25,Yes,1,0,10,6,9,7,8,,16
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Monday,7/16/2001,,,16:00,19:00,3,,,,Yes,4,,,,,,5,,10
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Wednesday,5/12/2004,73,Sunny,8:15,9:30,1.25,2,,,Yes,4,,5,7,,,9,,12
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,8/17/2004,72,Partly Cloudy,8:30,9:30,1,2,2,25,Yes,1,,7,2,8,1,9,,9
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Wednesday,5/4/2005,53,Cloudy,8:30,9:30,1,2,2,25,Yes,0,,5,1,5,1,6,,6
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Friday,7/22/2005,79,Mostly Sunny & Humid,8:15,9:30,1.25,2,2,25,Yes,0,,5,3,5,3,8,,8
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Friday,9/9/2005,70,Partly Cloudy,8:15,9:30,1.25,2,2,25,Yes,1,,8,4,9,3,12,,12
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Wednesday,7/26/2006,87,Sunny & Clear,17:00,19:00,2,2,2,25,Yes,3,0,11,6,14,3,9,,17
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Thursday,8/8/2006,80,Overcast,7:45,9:30,1.75,2,2,25,Yes,0,0,11,3,11,3,13,,14
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,5/1/2007,60,Mostly Sunny,7:30,9:00,1.5,2,2,25,Yes,5,0,13,6,15,4,18,,19
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,5/13/2008,0,Sunny,6:00,10:00,4,2,2,25,Yes,0,0,27,2,23,6,12,,29
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,5/13/2008,0,Sunny,15:00,19:00,4,2,2,25,Yes,5,0,18,15,29,4,14,,33
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Wednesday,6/24/2009,0,Sunny,6:00,10:00,4,4,2,25,Yes,5,0,52,9,35,26,29,,61
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Wednesday,6/24/2009,0,Sunny,15:00,19:00,4,4,2,25,Yes,3,0,30,11,32,9,20,,41
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,6/15/2010,,Clear,6:00,10:00,4,2,2,25,Yes,3,0,57,14,54,17,34,,71
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,6/15/2010,,Clear,15:00,19:00,4,2,2,25,Yes,10,0,49,19,57,11,32,,68
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Wednesday,6/29/2011,,,6:00,10:00,4,2,2,25,Yes,2,0,44,16,41,19,31,,60
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Wednesday,6/29/2011,,,15:00,19:00,4,2,2,25,Yes,4,0,29,11,33,7,24,,40
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,6/26/2012,0,,6:00,10:00,4,2,2,25,Yes,2,0,69,16,56,29,38,,85
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,6/26/2012,0,,15:00,19:00,4,2,2,25,Yes,10,0,54,27,63,18,38,,81
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,6/25/2013,,,6:00,10:00,4,2,2,25,Yes,29,0,80,23,75,28,47,1,103
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,6/25/2013,,,15:00,19:00,4,2,2,25,Yes,9,0,70,22,71,21,43,0,92
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,7/29/2014,,,15:00,19:00,4,2,2,25,Yes,15,0,73,29,83,19,60,,102
15135460,15,Kansas Ave,NW,Buchanan St,Sherman Cir (S),Tuesday,7/29/2014,,,6:00,10:00,4,2,2,25,Yes,9,0,121,39,114,46,78,,160
15349180,16,L St,NW,Connecticut Ave,18th St,Monday,4/26/2004,65,Cloudy,7:00,9:00,2,4,1,25,No,4,,15,12,,,21,,27
15349180,16,L St,NW,Connecticut Ave,18th St,Tuesday,10/26/2004,50,Partly Cloudy,8:30,9:30,1,4,1,25,No,7,,20,22,36,6,42,,42
15349180,16,L St,NW,Connecticut Ave,18th St,Monday,4/18/2005,60,Sunny,8:30,9:30,1,4,1,25,No,5,,22,17,35,4,39,,39
15349180,16,L St,NW,Connecticut Ave,18th St,Wednesday,7/27/2005,83,"Sunny, hot & humid",8:30,9:30,1,4,1,25,No,9,,20,24,35,9,44,,44
15349180,16,L St,NW,Connecticut Ave,18th St,Monday,8/8/2006,85,Hot,16:45,19:00,2.25,3,0,25,No,19,0,29,49,61,17,42,,78
15349180,16,L St,NW,Connecticut Ave,18th St,Friday,9/15/2006,67,Overcast,8:00,10:00,2,3,0,25,No,17,0,36,29,59,6,41,,65
15349180,16,L St,NW,Connecticut Ave,18th St,Wednesday,6/6/2007,72,Sunny,17:30,19:30,2,4,0,25,No,0,0,0,18,28,6,33,,34
15349180,16,L St,NW,Connecticut Ave,18th St,Wednesday,5/7/2008,0,Sunny,15:00,19:00,4,3,1,25,No,44,0,107,97,176,28,104,,204
15349180,16,L St,NW,Connecticut Ave,18th St,Wednesday,5/7/2008,0,Sunny,6:00,10:00,4,3,1,25,0,19,0,88,32,97,23,73,,120
15349180,16,L St,NW,Connecticut Ave,18th St,Wednesday,6/10/2009,0,Sunny,6:00,10:00,4,3,1,25,No,28,0,86,47,112,21,56,,133
15349180,16,L St,NW,Connecticut Ave,18th St,Wednesday,6/10/2009,0,Sunny,15:00,19:00,4,3,1,25,No,61,0,83,118,157,44,68,,201
15349180,16,L St,NW,Connecticut Ave,18th St,Thursday,6/24/2010,,Clear,15:00,19:00,4,2,1,25,0,19,0,82,74,125,31,54,,156
15349180,16,L St,NW,Connecticut Ave,18th St,Thursday,6/24/2010,,Clear,6:00,10:00,4,2,1,25,0,16,0,69,37,87,19,47,,106
15349180,16,L St,NW,Connecticut Ave,18th St,Tuesday,6/28/2011,,,15:00,19:00,4,4,0,25,No,41,0,87,102,143,46,77,,189
15349180,16,L St,NW,Connecticut Ave,18th St,Tuesday,6/28/2011,,,6:00,10:00,4,4,0,25,No,39,0,88,72,128,32,77,,160
15349180,16,L St,NW,Connecticut Ave,18th St,Wednesday,6/20/2012,0,,15:00,19:00,4,4,0,25,No,40,0,98,135,175,58,92,6,233
15349180,16,L St,NW,Connecticut Ave,18th St,Wednesday,6/20/2012,0,,6:00,10:00,4,4,0,25,No,17,0,113,50,125,38,88,2,163
15349180,16,L St,NW,Connecticut Ave,18th St,Thursday,5/9/2013,,,6:00,10:00,4,3,1,25,Yes,13,0,132,64,159,37,100,26,196
15349180,16,L St,NW,Connecticut Ave,18th St,Thursday,5/9/2013,,,15:00,19:00,4,3,1,25,Yes,34,0,189,175,292,72,122,60,364
15349180,16,L St,NW,Connecticut Ave,18th St,Thursday,7/17/2014,,,6:00,10:00,4,2,1,25,Yes,13,0,155,51,148,58,92,27,206
15349180,16,L St,NW,Connecticut Ave,18th St,Thursday,7/17/2014,,,15:00,19:00,4,2,1,25,Yes,32,0,188,161,257,92,137,34,349
15349180,16,L St,NW,Connecticut Ave,18th St,Thursday,7/23/2015,0,,6:00,10:00,4,2,1,25,Yes,14,0,148,59,153,54,105,0,207
15349180,16,L St,NW,Connecticut Ave,18th St,Thursday,7/23/2015,0,,15:00,19:00,4,2,1,25,Yes,35,0,304,241,397,148,216,0,545
15785130,,M St,NW,13th St,Thomas Cir (E) [Street Break],Monday,5/10/2004,65,Sunny,8:30,9:30,1,2,1,25,No,1,,4,7,,,11,,11
15785130,,M St,NW,13th St,Thomas Cir (E) [Street Break],Tuesday,6/15/2004,77,Partly Cloudy,8:30,9:30,1,2,1,25,No,3,,1,9,,,10,,10
15785130,,M St,NW,13th St,Thomas Cir (E) [Street Break],Monday,6/20/2005,70,Cloudy,8:30,9:30,1,2,1,25,No,1,,3,6,6,3,9,,9
15785130,,M St,NW,13th St,Thomas Cir (E) [Street Break],Tuesday,9/6/2005,70,Sunny,8:30,9:30,1,2,1,25,No,0,,1,16,14,3,17,,17
15785130,,M St,NW,13th St,Thomas Cir (E) [Street Break],Friday,7/14/2006,78,,8:00,9:00,1,2,2,15,No,1,0,8,7,9,6,15,,15
15785130,,M St,NW,13th St,Thomas Cir (E) [Street Break],Friday,7/14/2006,88,,17:00,18:00,1,2,2,15,No,2,0,9,6,12,3,15,,15
15785130,,M St,NW,13th St,Thomas Cir (E) [Street Break],Wednesday,8/9/2006,75,Sunny,7:30,9:30,2,2,2,25,No,6,0,14,15,25,4,19,,29
15785180,45,M St,NW,18th St,19th St,Thursday,6/28/2012,,,15:00,19:00,4,5,1,25,No,62,0,138,146,227,57,94,8,284
15785180,45,M St,NW,18th St,19th St,Thursday,6/28/2012,,,6:00,10:00,4,5,1,25,No,28,0,148,127,198,77,129,37,275
15785180,45,M St,NW,18th St,19th St,Wednesday,6/5/2013,,,6:00,10:00,4,2,2,25,No,45,0,179,145,218,106,139,,324
15785180,45,M St,NW,18th St,19th St,Wednesday,6/5/2013,,,15:00,19:00,4,2,2,25,No,70,0,141,144,216,69,93,,285
15785180,45,M St,NW,18th St,19th St,Wednesday,7/30/2014,,,15:00,19:00,4,3,0,25,Yes,33,0,179,127,239,67,128,23,306
15785180,45,M St,NW,18th St,19th St,Wednesday,7/30/2014,,,6:00,10:00,4,3,2,25,0,18,0,212,153,244,121,161,30,365
15785180,45,M St,NW,18th St,19th St,Thursday,7/16/2015,0,,6:00,10:00,4,2,2,25,Yes,13,0,251,174,302,123,193,0,425
15785180,45,M St,NW,18th St,19th St,Thursday,7/16/2015,,,15:00,19:00,4,4,2,25,Yes,12,0,219,134,269,84,124,,353
15785215,60,M St,NW,New Hampshire Ave,22nd St,Thursday,7/16/2015,0,,6:00,10:00,4,2,2,25,Yes,8,0,108,76,131,53,82,0,184
15785215,60,M St,NW,New Hampshire Ave,22nd St,Thursday,7/16/2015,0,,15:00,19:00,4,2,2,25,Yes,20,0,231,118,262,87,127,0,349
15785275,,M St,NW,Rock Creek & Potomac Pky,28th St,Wednesday,5/19/2004,73,Cloudy,7:30,9:30,2,4,0,,No,23,,28,31,,,42,,59
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Tuesday,11/2/2004,60,Sunny,8:30,9:30,1,3,1,30,No,8,,6,3,6,3,9,,9
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,6/23/2005,66,Sunny,8:15,9:30,1.25,3,1,30,No,16,,9,9,12,6,14,,18
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,7/7/2005,85,Cloudy & Drizzle,16:00,17:00,1,3,1,30,No,2,,1,5,3,3,6,,6
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,10/19/2006,65,"Cloudy, Overcast",17:15,18:30,1.25,3,1,25,No,5,0,7,3,7,3,9,,10
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,10/26/2006,47,Sunny,8:45,10:00,1.25,4,0,25,No,9,0,10,1,7,4,9,,11
